-7.296155833659788e+28 , 4.121673636231172e+31 , 100000
-6.1305324720408e+28 , 4.116589791025104e+31 , 200000
-2.918007152070853e+26 , 4.121487614111413e+31 , 300000
-2.18623027837401e+28 , 4.118928700532326e+31 , 400000
2.412778169241524e+26 , 4.119527510303604e+31 , 500000
2.437932115358315e+28 , 4.119119712058984e+31 , 600000
5.550558197903373e+28 , 4.116840972467621e+31 , 700000
6.627235013709721e+28 , 4.116618585253058e+31 , 800000
8.186555779321508e+28 , 4.117525071044266e+31 , 900000
6.691547534592028e+28 , 4.117907754006625e+31 , 1000000
6.462478861961023e+28 , 4.117355058197945e+31 , 1100000
5.884698542885627e+28 , 4.117341973539399e+31 , 1200000
6.411286417121817e+28 , 4.118035293241351e+31 , 1300000
6.37698271148258e+28 , 4.119378114445338e+31 , 1400000
7.831729202461697e+28 , 4.119465683951206e+31 , 1500000
7.973307726989947e+28 , 4.118612618031627e+31 , 1600000
9.723865232715945e+28 , 4.118108220950791e+31 , 1700000
9.896843317766265e+28 , 4.117646708111911e+31 , 1800000
9.53170413243035e+28 , 4.118528722952894e+31 , 1900000
9.357657998950441e+28 , 4.118771419005424e+31 , 2000000
8.10079268701496e+28 , 4.119136782681693e+31 , 2100000
8.788844948514585e+28 , 4.118437624854352e+31 , 2200000
9.526486404057041e+28 , 4.119129781291921e+31 , 2300000
9.259757581747869e+28 , 4.119045832258814e+31 , 2400000
9.098870275545779e+28 , 4.118797986258786e+31 , 2500000
9.862327549313895e+28 , 4.11903945354268e+31 , 2600000
1.011666434949514e+29 , 4.118734650132252e+31 , 2700000
9.905539822810541e+28 , 4.118467639173554e+31 , 2800000
1.004600019646434e+29 , 4.11871448968084e+31 , 2900000
1.017864098618847e+29 , 4.119369028741309e+31 , 3000000
1.038929315719149e+29 , 4.119420279258015e+31 , 3100000
1.009734191749687e+29 , 4.119347154114992e+31 , 3200000
1.02006772766635e+29 , 4.119503660116385e+31 , 3300000
1.032783361831347e+29 , 4.119375986211575e+31 , 3400000
1.041723408739206e+29 , 4.119396902414021e+31 , 3500000
1.019024220540382e+29 , 4.118995616210397e+31 , 3600000
1.117771348708624e+29 , 4.119078557678739e+31 , 3700000
1.033531574648404e+29 , 4.11929413692245e+31 , 3800000
1.096553055092244e+29 , 4.119209554528272e+31 , 3900000
1.075240674295974e+29 , 4.11903147994863e+31 , 4000000
1.061287128091529e+29 , 4.119048722031003e+31 , 4100000
1.059264884361197e+29 , 4.11924600589574e+31 , 4200000
1.087212227440335e+29 , 4.119123546726945e+31 , 4300000
1.09983641053345e+29 , 4.118831278754954e+31 , 4400000
1.089823872310007e+29 , 4.118841302109689e+31 , 4500000
1.118691916649822e+29 , 4.118976544229194e+31 , 4600000
1.085105165852614e+29 , 4.118806190917716e+31 , 4700000
1.074206825450649e+29 , 4.118962507870312e+31 , 4800000
